mm_Lead__c,mm_Contact__c,mm_Stage__c,mm_Start_Date__c,Lead_Contact_Source__c,CreatedDate,Unified_ID
 ,003V50000067fytIAA,MQL,2024-10-04,Event,2024-10-04T13:50:16.000+0000, 
 ,003V50000067djuIAA,MQL,2024-10-04,Web Site,2024-10-04T14:18:14.000+0000, 
 ,003V50000067zOKIAY,MQL,2024-10-07,Event,2024-10-07T16:38:44.000+0000, 
 ,003V50000067dEXIAY,MQL,2024-10-07,Webinar,2024-10-07T16:39:37.000+0000, 
 ,003V500000675FHIAY,MQL,2024-11-12,Google Natural Search,2024-11-12T13:25:02.000+0000, 
 ,003V50000067knzIAA,MQL,2024-12-20,Events,2024-12-20T19:47:42.000+0000, 
 ,003V50000067OY9IAM,MQL,2024-12-20,Webinar,2024-12-20T19:38:22.000+0000, 
 ,003V50000067PzeIAE,MQL,2024-12-20,Web Experience Banner - Webinar 12.7,2024-12-20T19:38:44.000+0000, 
 ,003V500000680fcIAA,MQL,2024-12-20,Webinar,2024-12-20T19:59:32.000+0000, 
 ,003V50000067VW1IAM,MQL,2025-01-13,Marketing Research,2025-01-13T15:56:44.000+0000, 
 ,003V50000067uH1IAI,MQL,2024-06-06,Website,2025-02-05T07:48:03.000+0000, 
 ,003V50000067eQHIAY,MQL,2025-06-13,Partner,2025-02-05T08:07:52.000+0000, 
 ,003V500000684VZIAY,MQL,2024-03-07,Zoominfo,2025-02-05T08:46:56.000+0000, 
 ,003V500000671jPIAQ,MQL,2025-02-19,Website,2025-02-19T18:08:55.000+0000, 
 ,003V50000067ymcIAA,MQL,2025-03-03,Linkedin Sales Navigator,2025-03-03T16:54:08.000+0000, 
 ,003V50000067NEwIAM,MQL,2025-03-06, ,2025-03-06T14:28:41.000+0000, 
00QV500000GjL78MAF, ,MQL,2025-03-10,Partner,2025-03-10T17:51:39.000+0000,00QV500000GjL78MAF
 , ,MQL,2025-03-14, ,2025-03-14T17:57:20.000+0000, 
 ,003V50000067S4vIAE,MQL,2025-03-20,Events,2025-03-20T13:49:05.000+0000, 
 ,003V50000067PCLIA2,MQL,2025-03-20,Events,2025-03-20T17:44:18.000+0000, 
 ,003V50000067Xq3IAE,MQL,2025-03-20,Events,2025-03-20T17:44:18.000+0000, 
 ,003V50000067eRbIAI,MQL,2025-03-20,Events,2025-03-20T17:44:18.000+0000, 
 ,003V50000067g2JIAQ,MQL,2025-03-20,Events,2025-03-20T17:44:18.000+0000, 
 , ,MQL,2025-03-31, ,2025-03-31T15:53:05.000+0000, 
 , ,MQL,2025-04-01, ,2025-04-02T01:39:54.000+0000, 
00QV5000006N869MAC, ,MQL,2025-04-07,Webinar,2025-04-07T19:51:04.000+0000,00QV5000006N869MAC
 ,003V500000KLqePIAT,MQL,2025-03-05,LinkedIn Ad,2025-04-10T15:03:22.000+0000, 
 , ,MQL,2025-04-19, ,2025-04-19T16:39:04.000+0000, 
 , ,MQL,2025-04-23, ,2025-04-23T18:49:50.000+0000, 
00QV500000GWDYVMA5, ,MQL,2025-05-06,Webinar,2025-05-06T19:57:06.000+0000,00QV500000GWDYVMA5
 ,003V500000MBSHVIA5,MQL,2025-05-08,Social Media - Organic,2025-05-08T14:04:37.000+0000, 
00QV500000DoTdXMAV, ,MQL,2025-05-13,Webinar,2025-05-13T15:50:20.000+0000,00QV500000DoTdXMAV
 ,003V50000067BX8IAM,MQL,2025-05-16,Webinar,2025-05-16T17:19:52.000+0000, 
 ,003V50000067NY2IAM,MQL,2025-05-16,Webinar,2025-05-16T17:19:52.000+0000, 
 ,003V50000067eTXIAY,MQL,2025-05-16,Webinar,2025-05-16T17:19:52.000+0000, 
 ,003V500000NtZRkIAN,MQL,2025-05-16,memoryBlue,2025-05-16T17:19:52.000+0000, 
00QV500000JQIb3MAH, ,MQL,2025-05-16,Events,2025-05-16T17:29:48.000+0000,00QV500000JQIb3MAH
 ,003V50000067bAvIAI,MQL,2025-05-19,Events,2025-05-19T18:07:39.000+0000, 
 ,003V50000067coLIAQ,MQL,2025-05-19,Events,2025-05-19T18:07:39.000+0000, 
 ,003V50000067ldMIAQ,MQL,2025-05-19,Events,2025-05-19T18:07:39.000+0000, 
 ,003V500000681ldIAA,MQL,2025-05-19,memoryBlue,2025-05-19T18:07:39.000+0000, 
 ,003V500000L3ryBIAR,MQL,2025-05-19,Bing Natural Search,2025-05-20T00:38:08.000+0000, 
 ,003V50000067TvyIAE,MQL,2025-05-22,Events,2025-05-22T11:27:04.000+0000, 
 ,003V500000GlhgDIAR,MQL,2025-05-22,Google Ad,2025-05-22T17:06:24.000+0000, 
 ,003V500000BGSOdIAP,MQL,2025-05-22,Sales,2025-05-22T17:05:34.000+0000, 
 ,003V50000067JQgIAM,MQL,2025-05-27,Events,2025-05-27T07:19:55.000+0000, 
 ,003V50000067TvuIAE,MQL,2025-05-30,Events,2025-05-30T07:15:49.000+0000, 
 ,003V500000I7JtCIAV,MQL,2025-05-30,Website,2025-05-30T10:08:18.000+0000, 
 ,003V50000067zPuIAI,MQL,2025-06-13,Marketing Research,2025-06-13T20:37:52.000+0000, 
 ,003V500000Pg2QRIAZ,MQL,2025-06-17,Google Natural Search,2025-06-17T13:44:40.000+0000, 
 ,003V500000NpmF5IAJ,MQL,2025-06-19,Google Natural Search,2025-06-19T17:58:12.000+0000, 
 ,003V50000067k9IIAQ,MQL,2025-06-20,Events,2025-06-20T15:43:01.000+0000, 
00QV500000KIkNRMA1, ,MQL,2025-06-23,Website,2025-06-23T17:54:07.000+0000,00QV500000KIkNRMA1
00QV500000L2VDMMA3, ,MQL,2025-06-23,Partner,2025-06-23T19:50:35.000+0000,00QV500000L2VDMMA3
 ,003V500000Q7vkEIAR,SAL,2025-06-25,Sales,2025-06-25T20:20:36.000+0000, 
00QV500000LBLDAMA5, ,SAL,2025-06-25,Sales,2025-06-25T20:18:36.000+0000,00QV500000LBLDAMA5
00QV500000LBLDAMA5, ,MQL,2025-06-25,Sales,2025-06-25T20:18:24.000+0000,00QV500000LBLDAMA5
 ,003V500000Q86XVIAZ,MQL,2025-06-25,Sales,2025-06-25T20:24:59.000+0000, 
 ,003V50000067BrrIAE,MQL,2025-06-27,Marketing Research,2025-06-27T15:13:23.000+0000, 
 ,003V50000067a3aIAA,MQL,2025-06-27,Marketing Research,2025-06-27T15:13:23.000+0000, 
 ,003V50000067qA5IAI,MQL,2025-06-27,Events,2025-06-27T15:13:23.000+0000, 
 ,003V500000Q2kpOIAR,MQL,2025-06-27,Events,2025-06-27T15:13:23.000+0000, 
 ,003V50000067e3fIAA,MQL,2025-07-01,Webinar,2025-07-01T20:55:11.000+0000, 
 ,003V50000067xBgIAI,MQL,2025-07-01,Website,2025-07-01T20:55:11.000+0000, 
 ,003V500000682AvIAI,MQL,2025-07-01,Webinar,2025-07-01T20:55:11.000+0000, 
 ,003V500000LrL8qIAF,MQL,2025-07-01,Webinar,2025-07-01T20:55:11.000+0000, 
00QV500000L2VDMMA3, ,SAL,2025-07-03,Partner,2025-07-03T21:24:09.000+0000,00QV500000L2VDMMA3
00QV500000Acb5dMAB, ,MQL,2025-07-07,Email,2025-07-07T19:42:33.000+0000,00QV500000Acb5dMAB
00QV500000Acb5dMAB, ,MQL,2025-07-07,Email,2025-07-07T19:52:46.000+0000,00QV500000Acb5dMAB
 ,003V500000OIkBhIAL,MQL,2025-07-07,Webinar,2025-07-07T19:56:39.000+0000, 
 ,003V500000OIkBhIAL,MQL,2025-07-08,Webinar,2025-07-08T13:56:51.000+0000, 
00QV500000LjhazMAB, ,MQL,2025-07-08,Google Natural Search,2025-07-08T18:22:55.000+0000,00QV500000LjhazMAB
 ,003V50000067u2CIAQ,MQL,2025-07-08,Website,2025-07-08T21:04:02.000+0000, 
 ,003V5000007ZY68IAG,MQL,2025-07-09,Google Natural Search,2025-07-09T15:49:42.000+0000, 
00QV500000JwxXuMAJ, ,MQL,2025-07-09,Social Media - Organic,2025-07-09T15:57:12.000+0000,00QV500000JwxXuMAJ
 ,003V50000067xBgIAI,MQL,2025-07-10,Website,2025-07-10T07:26:24.000+0000, 
00QV500000LjhazMAB, ,SAL,2025-07-10,Google Natural Search,2025-07-10T12:20:56.000+0000,00QV500000LjhazMAB
 ,003V500000683VBIAY,MQL,2025-07-10,Website,2025-07-10T17:58:46.000+0000, 
00QV500000Lqq9kMAB, ,MQL,2025-07-10,Sales,2025-07-10T18:33:45.000+0000,00QV500000Lqq9kMAB
00QV500000Lqq9kMAB, ,SAL,2025-07-10,Sales,2025-07-10T18:33:58.000+0000,00QV500000Lqq9kMAB
 , ,MQL,2025-07-15, ,2025-07-15T18:25:09.000+0000, 
 , ,SAL,2025-07-15, ,2025-07-15T18:25:19.000+0000, 
00QV500000M3TLlMAN, ,SAL,2025-07-15,Display,2025-07-15T19:03:42.000+0000,00QV500000M3TLlMAN
00QV500000Acb5dMAB, ,SAL,2025-07-15,Email,2025-07-15T18:21:42.000+0000,00QV500000Acb5dMAB
00QV500000M3T7FMAV, ,SAL,2025-07-15,Website,2025-07-15T19:42:55.000+0000,00QV500000M3T7FMAV
00QV500000JwxXuMAJ, ,SAL,2025-07-15,Social Media - Organic,2025-07-15T19:12:54.000+0000,00QV500000JwxXuMAJ
 ,003V500000NtZRkIAN,SAL,2025-07-15,memoryBlue,2025-07-15T19:10:51.000+0000, 
00QV500000M3TLlMAN, ,MQL,2025-07-15,Display,2025-07-15T19:02:58.000+0000,00QV500000M3TLlMAN
00QV500000DBUxlMAH, ,SAL,2025-07-15,6sense SI,2025-07-15T19:09:46.000+0000,00QV500000DBUxlMAH
00QV500000M3T7FMAV, ,MQL,2025-07-15,Website,2025-07-15T19:42:46.000+0000,00QV500000M3T7FMAV
00QV500000DoTdXMAV, ,SAL,2025-07-16,Webinar,2025-07-16T13:27:02.000+0000,00QV500000DoTdXMAV
00QV500000KIkNRMA1, ,SAL,2025-07-16,Website,2025-07-16T12:55:22.000+0000,00QV500000KIkNRMA1
 , ,MQL,2025-07-17, ,2025-07-17T17:30:17.000+0000, 
 , ,MQL,2025-07-17, ,2025-07-17T17:29:44.000+0000, 
00QV500000MIHnKMAX, ,MQL,2025-07-21,Website,2025-07-21T13:22:02.000+0000,00QV500000MIHnKMAX
00QV500000MIHnKMAX, ,SAL,2025-07-21,Website,2025-07-21T19:07:50.000+0000,00QV500000MIHnKMAX
00QV5000006N7FuMAK, ,MQL,2025-07-21,Social Media - Organic,2025-07-21T20:49:28.000+0000,00QV5000006N7FuMAK
00QV500000Lk1LBMAZ, ,MQL,2025-07-22,WebHelp Registration,2025-07-22T18:17:14.000+0000,00QV500000Lk1LBMAZ
00QV500000Lk1LBMAZ, ,SAL,2025-07-23,WebHelp Registration,2025-07-23T12:26:00.000+0000,00QV500000Lk1LBMAZ
00QV5000006N869MAC, ,MQL,2025-07-23,Webinar,2025-07-23T17:09:27.000+0000,00QV5000006N869MAC
 ,003V50000067bvgIAA,SAL,2025-07-23,Events,2025-07-23T19:46:16.000+0000, 
00QV5000006N869MAC, ,SAL,2025-07-25,Webinar,2025-07-25T17:59:34.000+0000,00QV5000006N869MAC
00QV500000MX031MAD, ,MQL,2025-07-26,Google Ad,2025-07-27T00:02:14.000+0000,00QV500000MX031MAD
 ,003V500000683VBIAY,SAL,2025-07-29,Website,2025-07-29T18:27:09.000+0000, 
00QV500000MX031MAD, ,SAL,2025-07-30,Google Ad,2025-07-30T13:50:35.000+0000,00QV500000MX031MAD
00QV500000MjLTVMA3, ,MQL,2025-07-31,Website,2025-07-31T16:24:04.000+0000,00QV500000MjLTVMA3
 ,003V500000683VBIAY,MQL,2025-08-01,Website,2025-08-01T20:54:03.000+0000, 
00QV500000MjLTVMA3, ,SAL,2025-08-04,Website,2025-08-04T19:35:50.000+0000,00QV500000MjLTVMA3
 ,003V50000067bvzIAA,SAL,2025-08-07, ,2025-08-07T17:44:49.000+0000, 
00QV500000N0Pu2MAF, ,MQL,2025-08-07,LinkedIn Ad,2025-08-07T18:40:26.000+0000,00QV500000N0Pu2MAF
00QV500000N0Pu2MAF, ,SAL,2025-08-07,LinkedIn Ad,2025-08-07T20:23:27.000+0000,00QV500000N0Pu2MAF
00QV500000N0Pu2MAF, ,MQL,2025-08-07,LinkedIn Ad,2025-08-07T20:23:43.000+0000,00QV500000N0Pu2MAF
00QV500000N7if1MAB, ,MQL,2025-08-11,Sales,2025-08-11T18:26:26.000+0000,00QV500000N7if1MAB
00QV500000N7if1MAB, ,SAL,2025-08-11,Sales,2025-08-11T18:26:43.000+0000,00QV500000N7if1MAB
00QV500000N9N3PMAV, ,MQL,2025-08-12,Google Natural Search,2025-08-12T08:14:12.000+0000,00QV500000N9N3PMAV
00QV500000N9N3PMAV, ,SAL,2025-08-12,Google Natural Search,2025-08-12T12:05:39.000+0000,00QV500000N9N3PMAV
00QV5000006N1hnMAC, ,SAL,2025-08-12,memoryBlue,2025-08-12T14:26:13.000+0000,00QV5000006N1hnMAC
 ,003V500000ErlFHIAZ,MQL,2025-08-12,Google Ad,2025-08-12T19:01:34.000+0000, 
00QV500000NApP0MAL, ,SAL,2025-08-12,Website,2025-08-12T19:15:34.000+0000,00QV500000NApP0MAL
 ,003V500000FRvGWIA1,MQL,2025-08-12,Webinar,2025-08-12T19:00:02.000+0000, 
00QV500000NApP0MAL, ,MQL,2025-08-12,Website,2025-08-12T18:42:46.000+0000,00QV500000NApP0MAL
 ,003V500000672t8IAA,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V500000674zcIAA,MQL,2025-08-13,Pardot Email,2025-08-13T18:15:39.000+0000, 
 ,003V500000675BHIAY,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V500000676c0IAA,MQL,2025-08-13,Sales,2025-08-13T18:15:39.000+0000, 
 ,003V500000676c3IAA,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V500000676tPIAQ,MQL,2025-08-13,Sales,2025-08-13T18:15:39.000+0000, 
 ,003V500000676tSIAQ,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067DigIAE,MQL,2025-08-13,Webinar,2025-08-13T18:15:39.000+0000, 
 ,003V50000067G1YIAU,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067GzkIAE,MQL,2025-08-13,Marketing Research,2025-08-13T18:15:39.000+0000, 
 ,003V50000067JPCIA2,MQL,2025-08-13,Webinar,2025-08-13T18:15:39.000+0000, 
 ,003V50000067JQhIAM,MQL,2025-08-13,Webinar,2025-08-13T18:15:39.000+0000, 
 ,003V50000067JjyIAE,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067JygIAE,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067K49IAE,MQL,2025-08-13,Marketing Research,2025-08-13T18:15:39.000+0000, 
 ,003V50000067KBcIAM,MQL,2025-08-13,Marketing Research,2025-08-13T18:15:39.000+0000, 
 ,003V50000067Kn0IAE,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067M7HIAU,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067M7oIAE,MQL,2025-08-13,webhelp-access-requested,2025-08-13T18:15:39.000+0000, 
 ,003V50000067N1IIAU,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067OobIAE,MQL,2025-08-13,webhelp-access-requested,2025-08-13T18:15:39.000+0000, 
 ,003V50000067OzCIAU,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067PwNIAU,MQL,2025-08-13,Drip Email,2025-08-13T18:15:39.000+0000, 
 ,003V50000067R7ZIAU,MQL,2025-08-13,Web Site,2025-08-13T18:15:39.000+0000, 
 ,003V50000067RO7IAM,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067TbyIAE,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067TvyIAE,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067U9JIAU,MQL,2025-08-13,Inside Sales,2025-08-13T18:15:39.000+0000, 
 ,003V50000067UFjIAM,MQL,2025-08-13,WebHelp Registration,2025-08-13T18:15:39.000+0000, 
 ,003V50000067UnUIAU,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067UtBIAU,MQL,2025-08-13,Partner,2025-08-13T18:15:39.000+0000, 
 ,003V50000067YpeIAE,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067arpIAA,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067bLuIAI,MQL,2025-08-13,Webinar,2025-08-13T18:15:39.000+0000, 
 ,003V50000067djwIAA,MQL,2024-12-04,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067dvoIAA,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067gWpIAI,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067h7QIAQ,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067h7oIAA,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067lSNIAY,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067lVCIAY,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067lVEIAY,MQL,2025-03-14,Google Ad,2025-08-13T18:15:39.000+0000, 
 ,003V50000067mXqIAI,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067mYTIAY,MQL,2025-08-13, ,2025-08-13T18:15:39.000+0000, 
 ,003V50000067msNIAQ,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067woSIAQ,MQL,2025-08-13,Event,2025-08-13T18:15:39.000+0000, 
 ,003V50000067z6FIAQ,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V50000067z8DIAQ,MQL,2025-08-13,Webinar,2025-08-13T18:15:39.000+0000, 
 ,003V500000680G7IAI,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V500000680pkIAA,MQL,2025-08-13,Sales,2025-08-13T18:15:39.000+0000, 
 ,003V5000006819zIAA,MQL,2025-08-13,pardot,2025-08-13T18:15:39.000+0000, 
 ,003V500000681BtIAI,MQL,2025-08-13,Events,2025-08-13T18:15:39.000+0000, 
 ,003V500000683wsIAA,MQL,2025-08-13,pardot,2025-08-13T18:15:39.000+0000, 
 ,003V50000067Tm5IAE,MQL,2025-08-13,Webinar,2025-08-13T18:11:50.000+0000, 
 ,003V50000067TvnIAE,MQL,2025-08-13,White Paper Placement,2025-08-13T18:11:50.000+0000, 
00QV500000GjL78MAF, ,SAL,2025-03-14,Partner,2025-08-14T13:59:39.000+0000,00QV500000GjL78MAF
00QV500000NHCh3MAH, ,SAL,2025-08-14,Google Natural Search,2025-08-14T20:35:35.000+0000,00QV500000NHCh3MAH
00QV500000NHCh3MAH, ,MQL,2025-08-14,Google Natural Search,2025-08-14T20:25:35.000+0000,00QV500000NHCh3MAH
 ,003V50000067R7ZIAU,SAL,2025-08-15,Web Site,2025-08-15T13:39:26.000+0000, 
 ,003V50000067JQhIAM,SAL,2025-08-15,Webinar,2025-08-15T13:55:40.000+0000, 
 ,003V50000067zbCIAQ,SAL,2025-08-20,Linkedin Sales Navigator,2025-08-20T12:20:49.000+0000, 
00QV500000NU5oFMAT, ,MQL,2025-08-20,Partner,2025-08-20T18:50:24.000+0000,00QV500000NU5oFMAT
00QV500000NU5oFMAT, ,SAL,2025-08-20,Partner,2025-08-20T18:50:28.000+0000,00QV500000NU5oFMAT
00QV500000GWD8BMAX, ,SAL,2025-08-26,Webinar,2025-08-26T15:32:21.000+0000,00QV500000GWD8BMAX
00QV500000GWD8BMAX, ,MQL,2025-08-26,Webinar,2025-08-26T15:32:20.000+0000,00QV500000GWD8BMAX
00QV5000006N5nYMAS, ,MQL,2025-08-27,Web Site,2025-08-27T18:10:58.000+0000,00QV5000006N5nYMAS
 ,003V50000067TvuIAE,MQL,2025-08-28,Events,2025-08-28T19:53:32.000+0000, 
00QV500000NzH8QMAV, ,MQL,2025-09-03,Partner,2025-09-03T15:49:59.000+0000,00QV500000NzH8QMAV
00QV500000NzNyZMAV, ,MQL,2025-09-03,Partner,2025-09-03T15:33:03.000+0000,00QV500000NzNyZMAV
00QV500000NzDJMMA3, ,SAL,2025-09-03,Partner,2025-09-03T15:56:16.000+0000,00QV500000NzDJMMA3
00QV500000Nz8LEMAZ, ,SAL,2025-09-03,Partner,2025-09-03T16:00:42.000+0000,00QV500000Nz8LEMAZ
00QV500000NzDJMMA3, ,MQL,2025-09-03,Partner,2025-09-03T15:56:14.000+0000,00QV500000NzDJMMA3
00QV500000Nz8LEMAZ, ,MQL,2025-09-03,Partner,2025-09-03T16:00:40.000+0000,00QV500000Nz8LEMAZ
00QV500000NzN0sMAF, ,SAL,2025-09-03,Partner,2025-09-03T15:53:33.000+0000,00QV500000NzN0sMAF
00QV500000NzNyZMAV, ,SAL,2025-09-03,Partner,2025-09-03T15:33:06.000+0000,00QV500000NzNyZMAV
